image_path,text
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\701.jpg,( 1 8 + 2 2 ) \div 9 2 \neq 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\702.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\703.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\704.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\705.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\706.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\707.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\708.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\709.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\710.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\711.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\712.jpg,y = x ^ { n }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\713.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\714.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\715.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\716.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\717.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\718.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\719.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\720.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\721.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\722.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\723.jpg,\frac { y _ { 2 } x _ { 2 } - y _ { 1 } x _ { 1 } } { n }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\724.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\725.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\726.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\727.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\728.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\729.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\730.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\731.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\732.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\733.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\734.jpg,3 = \sqrt { 6 + \sqrt { 6 + \sqrt { 6 + \sqrt { 6 + \ldots } } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\735.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\736.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\737.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\738.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\739.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\740.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\741.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\742.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\743.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\744.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\745.jpg,\frac { n ( n + 1 ) } { 2 } + \frac { n ( n - 1 ) } { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\746.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\747.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\748.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\749.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\750.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\751.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\752.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\753.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\754.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\755.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\756.jpg,( ( 2 4 - 4 4 ) \times 6 1 ) - ( 6 4 \div ( 1 9 6 + 1 6 2 ) ) > - 9 9 2
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\757.jpg,1 4 \times 8 7 \neq - 1 9 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\758.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\759.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\760.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\761.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\762.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\763.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\764.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\765.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\766.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\767.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\768.jpg,y \neq x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\769.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\770.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\771.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\772.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\773.jpg,\log x ( t ) = \sum _ { k = 1 } ^ { \infty } \frac { a _ { k } } { k ! } ( i t ) ^ { k } - \frac { 1 } { 2 } ( \sum _ { k = 1 } ^ { \infty } \frac { a _ { k } } { k ! } ( i t ) ^ { k } ) ^ { 2 } + \frac { 1 } { 3 } ( \sum _ { k = 1 } ^ { \infty } \frac { a _ { k } } { k ! } ( i t ) ^ { k } ) ^ { 3 } - \ldots
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\774.jpg,\lim _ { n \rightarrow \infty } t _ { 3 n } = \frac { 1 } { 2 } \log 2
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\775.jpg,\log _ { 2 } 8 = 3
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\776.jpg,x ^ { 2 } + y ^ { 2 } \lt 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\777.jpg,e ^ { i \pi } + 1 = 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\778.jpg,\tan z = \frac { \sin z } { \cos z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\779.jpg,x ^ { 2 } + 2 x \sqrt { 2 } + 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\780.jpg,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\781.jpg,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\782.jpg,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\783.jpg,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\784.jpg,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\785.jpg,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\786.jpg,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\787.jpg,\log _ { 2 } 8 = 3
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\788.jpg,x ^ { 2 } + y ^ { 2 } \lt 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\789.jpg,e ^ { i \pi } + 1 = 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\790.jpg,1 4 8 - 1 4 1 \neq - 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\791.jpg,\tan z = \frac { \sin z } { \cos z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\792.jpg,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\793.jpg,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\794.jpg,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\795.jpg,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\796.jpg,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\797.jpg,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\798.jpg,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\799.jpg,\log _ { 2 } 8 = 3
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\800.jpg,x ^ { 2 } + y ^ { 2 } \lt 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\801.jpg,\frac { 9 } { 5 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\802.jpg,e ^ { i \pi } + 1 = 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\803.jpg,\tan z = \frac { \sin z } { \cos z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\804.jpg,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\805.jpg,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\806.jpg,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\807.jpg,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\808.jpg,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\809.jpg,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\810.jpg,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\811.jpg,\log _ { 2 } 8 = 3
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\812.jpg,k _ { n } = 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\813.jpg,x ^ { 2 } + y ^ { 2 } \lt 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\814.jpg,e ^ { i \pi } + 1 = 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\815.jpg,\tan z = \frac { \sin z } { \cos z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\816.jpg,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\817.jpg,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\818.jpg,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\819.jpg,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\820.jpg,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\821.jpg,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\822.jpg,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\823.jpg,1 2 \div 7 5 \geq 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\824.jpg,\log _ { 2 } 8 = 3
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\825.jpg,x ^ { 2 } + y ^ { 2 } \lt 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\826.jpg,e ^ { i \pi } + 1 = 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\827.jpg,\tan z = \frac { \sin z } { \cos z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\828.jpg,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\829.jpg,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\830.jpg,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\831.jpg,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\832.jpg,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\833.jpg,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\834.jpg,- \frac { 1 } { \pi }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\835.jpg,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\836.jpg,\log _ { 2 } 8 = 3
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\837.jpg,x ^ { 2 } + y ^ { 2 } \lt 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\838.jpg,e ^ { i \pi } + 1 = 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\839.jpg,\tan z = \frac { \sin z } { \cos z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\840.jpg,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\841.jpg,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\842.jpg,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\843.jpg,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\844.jpg,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\845.jpg,( 2 - 1 )
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\846.jpg,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\847.jpg,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\848.jpg,\log _ { 2 } 8 = 3
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\849.jpg,x ^ { 2 } + y ^ { 2 } \lt 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\850.jpg,e ^ { i \pi } + 1 = 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\851.jpg,\tan z = \frac { \sin z } { \cos z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\852.jpg,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\853.jpg,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\854.jpg,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\855.jpg,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\856.jpg,1 2 6 - 4 8 = 7 8
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\857.jpg,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\858.jpg,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\859.jpg,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\860.jpg,\log _ { 2 } 8 = 3
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\861.jpg,x ^ { 2 } + y ^ { 2 } \lt 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\862.jpg,e ^ { i \pi } + 1 = 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\863.jpg,\tan z = \frac { \sin z } { \cos z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\864.jpg,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\865.jpg,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\866.jpg,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\867.jpg,\phi ( x )
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\868.jpg,( ( 2 6 \div 1 2 8 ) + 5 0 ) - ( 1 8 3 \div 2 9 ) \neq - 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\869.jpg,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\870.jpg,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\871.jpg,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\872.jpg,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
